	date	year	month	day	1	2	5	6	7	8	9	11	12	13	14	15	16	19	20	21
724	2016-12-25	2016	12	25	1499.0	1485.0	243.0	845.0	800.0	214.0	764.0	218.0	48.0	250.0	80.0	127.0	48.0	2252.0	1881.0	10711.0
725	2016-12-26	2016	12	26	1492.0	1477.0	240.0	841.0	798.0	212.0	763.0	220.0	48.0	253.0	78.0	129.0	48.0	2243.0	1879.0	10678.0
726	2016-12-27	2016	12	27	1491.0	1477.0	240.0	841.0	788.0	212.0	760.0	219.0	48.0	254.0	80.0	127.0	48.0	2232.0	1872.0	10694.0
727	2016-12-28	2016	12	28	1488.0	1469.0	236.0	842.0	794.0	210.0	760.0	218.0	51.0	253.0	82.0	127.0	47.0	2224.0	1881.0	10690.0
728	2016-12-29	2016	12	29	1486.0	1466.0	229.0	836.0	792.0	212.0	759.0	216.0	51.0	254.0	82.0	129.0	46.0	2216.0	1883.0	10675.0
729	2016-12-30	2016	12	30	1497.0	1466.0	230.0	840.0	790.0	214.0	758.0	219.0	51.0	252.0	80.0	126.0	46.0	2210.0	1875.0	10660.0
730	2016-12-31	2016	12	31	1492.0	1460.0	230.0	842.0	787.0	214.0	752.0	222.0	49.0	254.0	83.0	125.0	44.0	2204.0	1861.0	10641.0
731	2017-01-01	2017	1	1	1492.0	1460.0	227.0	845.0	777.0	215.0	752.0	223.0	48.0	251.0	82.0	126.0	42.0	2191.0	1852.0	10641.0
732	2017-01-02	2017	1	2	1482.0	1460.0	227.0	848.0	778.0	215.0	751.0	224.0	47.0	247.0	81.0	127.0	43.0	2202.0	1846.0	10595.0
733	2017-01-03	2017	1	3	1483.0	1452.0	224.0	852.0	769.0	214.0	753.0	224.0	47.0	240.0	80.0	129.0	44.0	2202.0	1835.0	10573.0
734	2017-01-04	2017	1	4	1471.0	1440.0	225.0	853.0	769.0	214.0	743.0	220.0	47.0	238.0	82.0	131.0	44.0	2204.0	1841.0	10533.0
735	2017-01-05	2017	1	5	1468.0	1440.0	223.0	858.0	762.0	217.0	737.0	215.0	47.0	233.0	86.0	129.0	43.0	2193.0	1843.0	10535.0
736	2017-01-06	2017	1	6	1470.0	1452.0	224.0	863.0	763.0	221.0	736.0	214.0	47.0	234.0	87.0	126.0	44.0	2176.0	1842.0	10515.0
737	2017-01-07	2017	1	7	1469.0	1460.0	221.0	859.0	764.0	219.0	734.0	214.0	46.0	235.0	87.0	125.0	45.0	2177.0	1832.0	10499.0
738	2017-01-08	2017	1	8	1458.0	1463.0	226.0	856.0	763.0	216.0	736.0	212.0	46.0	238.0	91.0	123.0	45.0	2173.0	1830.0	10495.0
739	2017-01-09	2017	1	9	1456.0	1464.0	227.0	861.0	768.0	217.0	736.0	210.0	46.0	234.0	91.0	123.0	46.0	2155.0	1825.0	10479.0
740	2017-01-10	2017	1	10	1456.0	1467.0	227.0	856.0	769.0	217.0	733.0	210.0	46.0	240.0	89.0	121.0	46.0	2142.0	1822.0	10463.0
741	2017-01-11	2017	1	11	1463.0	1461.0	230.0	857.0	768.0	215.0	734.0	209.0	46.0	238.0	90.0	119.0	46.0	2153.0	1813.0	10454.0
742	2017-01-12	2017	1	12	1452.0	1448.0	227.0	856.0	767.0	216.0	738.0	211.0	46.0	238.0	89.0	118.0	48.0	2152.0	1817.0	10461.0
743	2017-01-13	2017	1	13	1449.0	1449.0	229.0	858.0	769.0	218.0	737.0	207.0	46.0	237.0	91.0	116.0	48.0	2144.0	1819.0	10474.0
744	2017-01-14	2017	1	14	1439.0	1437.0	230.0	852.0	758.0	214.0	730.0	208.0	46.0	236.0	92.0	114.0	50.0	2145.0	1808.0	10424.0
745	2017-01-15	2017	1	15	1434.0	1433.0	230.0	849.0	754.0	212.0	729.0	207.0	46.0	240.0	92.0	113.0	51.0	2143.0	1799.0	10391.0
746	2017-01-16	2017	1	16	1436.0	1422.0	230.0	848.0	748.0	211.0	723.0	209.0	46.0	241.0	92.0	111.0	50.0	2142.0	1797.0	10403.0
747	2017-01-17	2017	1	17	1437.0	1423.0	228.0	846.0	748.0	211.0	724.0	209.0	46.0	245.0	92.0	111.0	51.0	2133.0	1798.0	10376.0
748	2017-01-18	2017	1	18	1441.0	1417.0	221.0	847.0	745.0	213.0	724.0	205.0	46.0	244.0	89.0	112.0	50.0	2135.0	1804.0	10353.0
749	2017-01-19	2017	1	19	1436.0	1413.0	223.0	847.0	743.0	213.0	722.0	206.0	46.0	242.0	89.0	112.0	52.0	2137.0	1803.0	10325.0
750	2017-01-20	2017	1	20	1434.0	1415.0	220.0	842.0	738.0	209.0	728.0	204.0	46.0	243.0	89.0	113.0	52.0	2130.0	1793.0	10301.0
751	2017-01-21	2017	1	21	1439.0	1408.0	220.0	837.0	736.0	207.0	731.0	204.0	47.0	244.0	88.0	116.0	52.0	2113.0	1788.0	10277.0
752	2017-01-22	2017	1	22	1433.0	1411.0	222.0	828.0	734.0	206.0	732.0	197.0	48.0	243.0	88.0	116.0	53.0	2111.0	1786.0	10263.0
753	2017-01-23	2017	1	23	1428.0	1399.0	219.0	824.0	732.0	207.0	726.0	196.0	49.0	245.0	89.0	117.0	53.0	2093.0	1789.0	10232.0
754	2017-01-24	2017	1	24	1430.0	1393.0	222.0	823.0	740.0	207.0	731.0	196.0	49.0	246.0	89.0	119.0	53.0	2081.0	1792.0	10198.0
755	2017-01-25	2017	1	25	1425.0	1394.0	223.0	821.0	728.0	208.0	730.0	195.0	50.0	246.0	91.0	117.0	52.0	2069.0	1782.0	10204.0
756	2017-01-26	2017	1	26	1432.0	1383.0	228.0	820.0	730.0	206.0	728.0	195.0	50.0	245.0	90.0	116.0	54.0	2071.0	1768.0	10177.0
757	2017-01-27	2017	1	27	1421.0	1379.0	228.0	819.0	729.0	201.0	723.0	195.0	48.0	240.0	89.0	117.0	54.0	2066.0	1755.0	10130.0
758	2017-01-28	2017	1	28	1423.0	1370.0	226.0	814.0	730.0	201.0	719.0	194.0	48.0	242.0	89.0	116.0	54.0	2080.0	1755.0	10104.0
759	2017-01-29	2017	1	29	1411.0	1363.0	225.0	820.0	732.0	202.0	711.0	197.0	49.0	243.0	88.0	116.0	54.0	2082.0	1756.0	10068.0
760	2017-01-30	2017	1	30	1413.0	1366.0	225.0	816.0	737.0	204.0	712.0	196.0	49.0	242.0	89.0	120.0	53.0	2092.0	1753.0	10062.0
761	2017-01-31	2017	1	31	1408.0	1360.0	225.0	811.0	742.0	201.0	701.0	199.0	48.0	241.0	87.0	119.0	55.0	2098.0	1743.0	10051.0
762	2017-02-01	2017	2	1	1413.0	1361.0	225.0	812.0	743.0	202.0	697.0	198.0	46.0	242.0	88.0	117.0	54.0	2089.0	1749.0	10052.0
763	2017-02-02	2017	2	2	1406.0	1361.0	227.0	804.0	742.0	205.0	690.0	198.0	46.0	243.0	88.0	117.0	52.0	2085.0	1756.0	10061.0
764	2017-02-03	2017	2	3	1411.0	1360.0	229.0	799.0	737.0	206.0	695.0	197.0	45.0	240.0	86.0	117.0	52.0	2077.0	1754.0	10049.0
765	2017-02-04	2017	2	4	1406.0	1361.0	230.0	792.0	732.0	203.0	692.0	195.0	43.0	236.0	85.0	118.0	53.0	2074.0	1754.0	10049.0
766	2017-02-05	2017	2	5	1418.0	1366.0	227.0	794.0	726.0	201.0	697.0	195.0	41.0	236.0	83.0	121.0	52.0	2069.0	1759.0	10033.0
767	2017-02-06	2017	2	6	1419.0	1357.0	229.0	790.0	724.0	200.0	688.0	195.0	42.0	232.0	81.0	122.0	53.0	2072.0	1757.0	10018.0
768	2017-02-07	2017	2	7	1406.0	1353.0	224.0	793.0	731.0	194.0	692.0	196.0	43.0	231.0	79.0	121.0	53.0	2078.0	1747.0	9971.0
769	2017-02-08	2017	2	8	1405.0	1336.0	223.0	795.0	723.0	195.0	696.0	195.0	43.0	228.0	79.0	122.0	53.0	2062.0	1738.0	9962.0
770	2017-02-09	2017	2	9	1400.0	1335.0	222.0	800.0	721.0	191.0	700.0	193.0	43.0	225.0	78.0	119.0	53.0	2068.0	1733.0	9946.0
771	2017-02-10	2017	2	10	1391.0	1328.0	218.0	807.0	725.0	191.0	692.0	191.0	43.0	228.0	79.0	120.0	55.0	2057.0	1730.0	9899.0
772	2017-02-11	2017	2	11	1391.0	1324.0	219.0	801.0	731.0	190.0	690.0	193.0	42.0	228.0	79.0	120.0	54.0	2041.0	1737.0	9882.0
773	2017-02-12	2017	2	12	1392.0	1323.0	219.0	801.0	734.0	192.0	685.0	194.0	41.0	227.0	78.0	119.0	54.0	2029.0	1741.0	9869.0
774	2017-02-13	2017	2	13	1393.0	1321.0	219.0	799.0	732.0	191.0	682.0	195.0	40.0	225.0	79.0	118.0	54.0	2020.0	1744.0	9872.0
775	2017-02-14	2017	2	14	1393.0	1316.0	220.0	796.0	735.0	189.0	680.0	190.0	39.0	228.0	80.0	119.0	53.0	2009.0	1745.0	9894.0
776	2017-02-15	2017	2	15	1392.0	1317.0	224.0	806.0	744.0	188.0	679.0	192.0	38.0	229.0	80.0	116.0	53.0	2009.0	1748.0	9902.0
777	2017-02-16	2017	2	16	1373.0	1320.0	223.0	806.0	743.0	187.0	687.0	188.0	38.0	229.0	79.0	111.0	52.0	2010.0	1742.0	9887.0
778	2017-02-17	2017	2	17	1366.0	1319.0	224.0	805.0	748.0	186.0	679.0	187.0	36.0	224.0	78.0	108.0	52.0	2006.0	1731.0	9860.0
779	2017-02-18	2017	2	18	1363.0	1316.0	222.0	804.0	751.0	186.0	686.0	191.0	38.0	224.0	78.0	108.0	50.0	2016.0	1738.0	9848.0
780	2017-02-19	2017	2	19	1360.0	1317.0	220.0	797.0	757.0	184.0	678.0	189.0	38.0	221.0	77.0	109.0	49.0	2002.0	1740.0	9835.0
781	2017-02-20	2017	2	20	1354.0	1318.0	222.0	791.0	758.0	182.0	669.0	187.0	36.0	224.0	76.0	107.0	50.0	2004.0	1730.0	9784.0
782	2017-02-21	2017	2	21	1360.0	1324.0	219.0	788.0	751.0	181.0	670.0	188.0	36.0	227.0	76.0	107.0	51.0	2005.0	1739.0	9801.0
783	2017-02-22	2017	2	22	1372.0	1322.0	221.0	785.0	752.0	181.0	667.0	191.0	37.0	224.0	78.0	108.0	51.0	1999.0	1736.0	9812.0
784	2017-02-23	2017	2	23	1377.0	1325.0	216.0	786.0	747.0	178.0	662.0	188.0	38.0	223.0	79.0	109.0	51.0	1999.0	1746.0	9801.0
785	2017-02-24	2017	2	24	1378.0	1320.0	218.0	784.0	750.0	173.0	655.0	188.0	38.0	221.0	79.0	108.0	51.0	1989.0	1744.0	9754.0
786	2017-02-25	2017	2	25	1381.0	1329.0	218.0	780.0	750.0	173.0	651.0	192.0	38.0	221.0	79.0	108.0	51.0	1990.0	1742.0	9742.0
787	2017-02-26	2017	2	26	1378.0	1336.0	216.0	778.0	748.0	173.0	658.0	192.0	37.0	222.0	79.0	109.0	51.0	1983.0	1731.0	9716.0
788	2017-02-27	2017	2	27	1371.0	1329.0	215.0	770.0	749.0	172.0	663.0	193.0	37.0	221.0	80.0	114.0	51.0	1976.0	1724.0	9683.0
789	2017-02-28	2017	2	28	1374.0	1330.0	214.0	768.0	748.0	173.0	663.0	192.0	36.0	219.0	81.0	115.0	52.0	1968.0	1728.0	9677.0
790	2017-03-01	2017	3	1	1375.0	1325.0	212.0	769.0	750.0	172.0	664.0	191.0	36.0	219.0	81.0	115.0	51.0	1965.0	1729.0	9682.0
791	2017-03-02	2017	3	2	1384.0	1330.0	210.0	760.0	744.0	173.0	662.0	192.0	35.0	223.0	82.0	114.0	50.0	1958.0	1721.0	9667.0
792	2017-03-03	2017	3	3	1385.0	1332.0	210.0	756.0	744.0	177.0	661.0	194.0	36.0	221.0	81.0	116.0	51.0	1961.0	1716.0	9641.0
793	2017-03-04	2017	3	4	1392.0	1330.0	210.0	754.0	749.0	178.0	662.0	196.0	35.0	223.0	83.0	116.0	48.0	1965.0	1710.0	9623.0
794	2017-03-05	2017	3	5	1386.0	1325.0	211.0	745.0	746.0	175.0	660.0	195.0	35.0	225.0	82.0	115.0	47.0	1965.0	1716.0	9635.0
795	2017-03-06	2017	3	6	1387.0	1310.0	211.0	749.0	744.0	173.0	663.0	192.0	35.0	226.0	81.0	114.0	46.0	1959.0	1721.0	9633.0
796	2017-03-07	2017	3	7	1387.0	1310.0	212.0	748.0	738.0	173.0	664.0	193.0	35.0	222.0	81.0	115.0	46.0	1950.0	1721.0	9628.0
797	2017-03-08	2017	3	8	1389.0	1308.0	212.0	747.0	735.0	174.0	664.0	198.0	36.0	221.0	82.0	115.0	47.0	1944.0	1724.0	9606.0
798	2017-03-09	2017	3	9	1395.0	1308.0	214.0	745.0	730.0	174.0	671.0	203.0	35.0	219.0	80.0	115.0	48.0	1942.0	1726.0	9609.0
799	2017-03-10	2017	3	10	1389.0	1309.0	213.0	745.0	731.0	172.0	671.0	204.0	35.0	218.0	79.0	113.0	46.0	1948.0	1730.0	9595.0
800	2017-03-11	2017	3	11	1384.0	1309.0	214.0	741.0	737.0	172.0	674.0	204.0	36.0	221.0	78.0	116.0	47.0	1943.0	1738.0	9601.0
801	2017-03-12	2017	3	12	1381.0	1321.0	215.0	748.0	737.0	170.0	682.0	203.0	35.0	223.0	78.0	116.0	47.0	1954.0	1728.0	9631.0
802	2017-03-13	2017	3	13	1364.0	1314.0	216.0	748.0	735.0	171.0	681.0	201.0	35.0	220.0	80.0	117.0	49.0	1949.0	1722.0	9643.0
803	2017-03-14	2017	3	14	1359.0	1312.0	217.0	749.0	731.0	172.0	680.0	198.0	36.0	223.0	82.0	115.0	47.0	1952.0	1717.0	9654.0
804	2017-03-15	2017	3	15	1362.0	1315.0	216.0	747.0	730.0	172.0	690.0	199.0	36.0	220.0	83.0	113.0	46.0	1961.0	1710.0	9661.0
805	2017-03-16	2017	3	16	1373.0	1323.0	213.0	750.0	727.0	172.0	694.0	200.0	35.0	223.0	83.0	114.0	47.0	1946.0	1711.0	9649.0
806	2017-03-17	2017	3	17	1375.0	1324.0	220.0	743.0	726.0	172.0	695.0	201.0	35.0	219.0	83.0	114.0	47.0	1943.0	1701.0	9633.0
807	2017-03-18	2017	3	18	1378.0	1333.0	219.0	750.0	725.0	172.0	693.0	203.0	35.0	222.0	83.0	115.0	48.0	1942.0	1697.0	9633.0
808	2017-03-19	2017	3	19	1380.0	1336.0	221.0	747.0	721.0	172.0	696.0	201.0	35.0	225.0	82.0	116.0	48.0	1942.0	1703.0	9620.0
809	2017-03-20	2017	3	20	1369.0	1338.0	219.0	754.0	720.0	174.0	690.0	197.0	35.0	229.0	82.0	117.0	48.0	1935.0	1688.0	9582.0
810	2017-03-21	2017	3	21	1368.0	1326.0	221.0	753.0	717.0	178.0	690.0	197.0	34.0	229.0	83.0	115.0	48.0	1932.0	1682.0	9558.0
811	2017-03-22	2017	3	22	1378.0	1325.0	220.0	753.0	711.0	179.0	693.0	196.0	34.0	229.0	84.0	116.0	48.0	1939.0	1691.0	9574.0
812	2017-03-23	2017	3	23	1379.0	1326.0	218.0	754.0	707.0	180.0	694.0	197.0	34.0	231.0	84.0	113.0	49.0	1934.0	1689.0	9580.0
813	2017-03-24	2017	3	24	1385.0	1330.0	223.0	758.0	710.0	182.0	698.0	199.0	33.0	232.0	86.0	111.0	48.0	1942.0	1699.0	9593.0
814	2017-03-25	2017	3	25	1377.0	1335.0	223.0	751.0	704.0	182.0	689.0	197.0	32.0	230.0	86.0	110.0	48.0	1938.0	1691.0	9583.0
815	2017-03-26	2017	3	26	1382.0	1330.0	223.0	751.0	700.0	186.0	690.0	194.0	33.0	233.0	85.0	108.0	50.0	1938.0	1683.0	9585.0
816	2017-03-27	2017	3	27	1380.0	1331.0	224.0	744.0	706.0	186.0	695.0	194.0	33.0	235.0	85.0	109.0	50.0	1932.0	1689.0	9583.0
817	2017-03-28	2017	3	28	1372.0	1336.0	227.0	740.0	700.0	186.0	693.0	190.0	31.0	237.0	84.0	108.0	50.0	1938.0	1688.0	9585.0
818	2017-03-29	2017	3	29	1369.0	1334.0	228.0	743.0	697.0	183.0	695.0	190.0	32.0	236.0	85.0	105.0	50.0	1935.0	1704.0	9584.0
819	2017-03-30	2017	3	30	1363.0	1331.0	223.0	742.0	699.0	180.0	693.0	190.0	32.0	233.0	87.0	106.0	50.0	1933.0	1697.0	9580.0
820	2017-03-31	2017	3	31	1362.0	1331.0	222.0	741.0	690.0	177.0	690.0	188.0	32.0	230.0	87.0	105.0	50.0	1932.0	1697.0	9540.0
821	2017-04-01	2017	4	1	1354.0	1332.0	224.0	740.0	687.0	175.0	691.0	185.0	32.0	236.0	89.0	105.0	51.0	1931.0	1703.0	9528.0
822	2017-04-02	2017	4	2	1361.0	1326.0	228.0	746.0	686.0	172.0	691.0	185.0	31.0	235.0	91.0	104.0	50.0	1919.0	1705.0	9520.0
823	2017-04-03	2017	4	3	1358.0	1335.0	227.0	744.0	683.0	172.0	686.0	184.0	31.0	236.0	89.0	103.0	49.0	1914.0	1707.0	9502.0
824	2017-04-04	2017	4	4	1346.0	1337.0	227.0	740.0	685.0	171.0	688.0	186.0	31.0	236.0	88.0	101.0	48.0	1919.0	1700.0	9507.0
825	2017-04-05	2017	4	5	1347.0	1344.0	226.0	734.0	687.0	170.0	690.0	188.0	31.0	241.0	85.0	104.0	49.0	1927.0	1705.0	9482.0
826	2017-04-06	2017	4	6	1338.0	1344.0	223.0	732.0	686.0	171.0	685.0	189.0	30.0	242.0	87.0	104.0	49.0	1928.0	1694.0	9480.0
827	2017-04-07	2017	4	7	1336.0	1338.0	229.0	731.0	687.0	171.0	688.0	187.0	30.0	242.0	86.0	105.0	51.0	1920.0	1686.0	9470.0
828	2017-04-08	2017	4	8	1333.0	1344.0	229.0	738.0	689.0	175.0	685.0	185.0	29.0	239.0	82.0	105.0	51.0	1920.0	1681.0	9454.0
829	2017-04-09	2017	4	9	1332.0	1347.0	224.0	732.0	681.0	173.0	685.0	181.0	29.0	238.0	81.0	105.0	49.0	1922.0	1685.0	9440.0
830	2017-04-10	2017	4	10	1330.0	1346.0	223.0	725.0	673.0	173.0	685.0	180.0	26.0	237.0	80.0	105.0	50.0	1922.0	1687.0	9445.0
831	2017-04-11	2017	4	11	1326.0	1343.0	223.0	721.0	675.0	175.0	682.0	183.0	25.0	238.0	78.0	106.0	50.0	1904.0	1677.0	9455.0
832	2017-04-12	2017	4	12	1333.0	1346.0	225.0	730.0	673.0	176.0	685.0	184.0	24.0	234.0	80.0	106.0	48.0	1886.0	1670.0	9422.0
833	2017-04-13	2017	4	13	1335.0	1344.0	226.0	729.0	668.0	172.0	689.0	189.0	25.0	233.0	77.0	105.0	49.0	1890.0	1665.0	9389.0
834	2017-04-14	2017	4	14	1339.0	1345.0	224.0	732.0	674.0	174.0	687.0	189.0	25.0	234.0	74.0	107.0	48.0	1884.0	1665.0	9370.0
835	2017-04-15	2017	4	15	1337.0	1341.0	227.0	731.0	678.0	171.0	691.0	191.0	25.0	227.0	75.0	106.0	47.0	1876.0	1661.0	9377.0
836	2017-04-16	2017	4	16	1340.0	1351.0	221.0	729.0	679.0	172.0	686.0	191.0	25.0	224.0	75.0	106.0	47.0	1871.0	1660.0	9362.0
837	2017-04-17	2017	4	17	1346.0	1345.0	221.0	725.0	675.0	175.0	685.0	188.0	25.0	221.0	75.0	108.0	47.0	1874.0	1665.0	9358.0
838	2017-04-18	2017	4	18	1349.0	1345.0	221.0	722.0	678.0	174.0	688.0	189.0	25.0	217.0	75.0	108.0	48.0	1874.0	1649.0	9355.0
839	2017-04-19	2017	4	19	1341.0	1349.0	222.0	722.0	673.0	173.0	690.0	191.0	25.0	215.0	73.0	109.0	48.0	1869.0	1651.0	9347.0
840	2017-04-20	2017	4	20	1338.0	1338.0	222.0	716.0	672.0	172.0	684.0	190.0	25.0	218.0	75.0	110.0	47.0	1872.0	1650.0	9331.0
841	2017-04-21	2017	4	21	1338.0	1337.0	225.0	716.0	675.0	172.0	677.0	194.0	24.0	215.0	76.0	110.0	48.0	1882.0	1656.0	9309.0
842	2017-04-22	2017	4	22	1344.0	1341.0	219.0	720.0	681.0	174.0	677.0	196.0	23.0	213.0	75.0	110.0	48.0	1884.0	1652.0	9288.0
843	2017-04-23	2017	4	23	1340.0	1341.0	221.0	714.0	674.0	172.0	684.0	196.0	22.0	211.0	74.0	110.0	49.0	1882.0	1636.0	9280.0
844	2017-04-24	2017	4	24	1332.0	1337.0	218.0	716.0	672.0	170.0	674.0	198.0	23.0	212.0	74.0	107.0	49.0	1869.0	1627.0	9258.0
845	2017-04-25	2017	4	25	1337.0	1338.0	219.0	722.0	675.0	168.0	672.0	201.0	22.0	211.0	73.0	108.0	50.0	1863.0	1629.0	9239.0
846	2017-04-26	2017	4	26	1330.0	1333.0	215.0	723.0	672.0	171.0	674.0	201.0	21.0	213.0	76.0	108.0	48.0	1853.0	1623.0	9268.0
847	2017-04-27	2017	4	27	1343.0	1322.0	214.0	729.0	667.0	174.0	675.0	201.0	21.0	218.0	76.0	107.0	48.0	1848.0	1634.0	9271.0
848	2017-04-28	2017	4	28	1346.0	1328.0	217.0	725.0	664.0	174.0	677.0	201.0	21.0	216.0	76.0	110.0	48.0	1842.0	1620.0	9259.0
849	2017-04-29	2017	4	29	1353.0	1328.0	218.0	714.0	660.0	176.0	677.0	199.0	20.0	215.0	77.0	112.0	50.0	1834.0	1615.0	9270.0
850	2017-04-30	2017	4	30	1354.0	1324.0	219.0	713.0	651.0	172.0	675.0	197.0	20.0	215.0	75.0	109.0	51.0	1829.0	1619.0	9255.0
851	2017-05-01	2017	5	1	1349.0	1331.0	221.0	716.0	653.0	173.0	679.0	198.0	20.0	214.0	76.0	107.0	50.0	1825.0	1617.0	9264.0
852	2017-05-02	2017	5	2	1351.0	1328.0	220.0	708.0	652.0	176.0	671.0	198.0	20.0	214.0	75.0	108.0	50.0	1825.0	1612.0	9256.0
853	2017-05-03	2017	5	3	1357.0	1321.0	222.0	710.0	650.0	175.0	674.0	194.0	21.0	212.0	75.0	109.0	50.0	1819.0	1608.0	9233.0
854	2017-05-04	2017	5	4	1351.0	1329.0	218.0	709.0	647.0	177.0	673.0	193.0	21.0	215.0	75.0	109.0	50.0	1822.0	1596.0	9234.0
855	2017-05-05	2017	5	5	1346.0	1329.0	216.0	710.0	654.0	177.0	674.0	195.0	21.0	216.0	73.0	108.0	49.0	1823.0	1590.0	9243.0
856	2017-05-06	2017	5	6	1340.0	1321.0	217.0	711.0	652.0	176.0	665.0	195.0	21.0	216.0	71.0	106.0	47.0	1827.0	1591.0	9242.0
857	2017-05-07	2017	5	7	1351.0	1327.0	218.0	714.0	656.0	174.0	662.0	192.0	20.0	219.0	71.0	111.0	46.0	1834.0	1591.0	9209.0
858	2017-05-08	2017	5	8	1348.0	1328.0	212.0	709.0	653.0	175.0	662.0	189.0	20.0	219.0	74.0	111.0	46.0	1830.0	1578.0	9214.0
859	2017-05-09	2017	5	9	1352.0	1333.0	211.0	710.0	654.0	173.0	652.0	189.0	20.0	223.0	74.0	110.0	48.0	1838.0	1568.0	9199.0
860	2017-05-10	2017	5	10	1354.0	1335.0	213.0	708.0	656.0	174.0	647.0	192.0	20.0	224.0	74.0	110.0	48.0	1830.0	1573.0	9221.0
861	2017-05-11	2017	5	11	1356.0	1335.0	211.0	709.0	652.0	178.0	646.0	190.0	20.0	223.0	74.0	110.0	47.0	1828.0	1574.0	9234.0
862	2017-05-12	2017	5	12	1356.0	1321.0	212.0	706.0	645.0	179.0	645.0	193.0	20.0	227.0	75.0	110.0	47.0	1832.0	1585.0	9230.0
863	2017-05-13	2017	5	13	1361.0	1321.0	220.0	703.0	643.0	180.0	650.0	190.0	20.0	228.0	77.0	112.0	47.0	1836.0	1589.0	9226.0
864	2017-05-14	2017	5	14	1364.0	1318.0	222.0	706.0	648.0	183.0	648.0	186.0	20.0	230.0	76.0	112.0	48.0	1845.0	1593.0	9230.0
865	2017-05-15	2017	5	15	1369.0	1312.0	218.0	712.0	651.0	180.0	643.0	185.0	21.0	231.0	77.0	110.0	48.0	1852.0	1599.0	9221.0
866	2017-05-16	2017	5	16	1377.0	1316.0	214.0	709.0	648.0	181.0	643.0	183.0	21.0	232.0	77.0	110.0	49.0	1861.0	1606.0	9184.0
867	2017-05-17	2017	5	17	1382.0	1316.0	212.0	710.0	644.0	180.0	638.0	185.0	22.0	231.0	76.0	111.0	51.0	1853.0	1613.0	9173.0
868	2017-05-18	2017	5	18	1390.0	1310.0	209.0	705.0	640.0	180.0	634.0	184.0	22.0	232.0	76.0	110.0	51.0	1861.0	1607.0	9189.0
869	2017-05-19	2017	5	19	1398.0	1315.0	208.0	703.0	637.0	182.0	621.0	179.0	20.0	231.0	76.0	107.0	52.0	1864.0	1593.0	9205.0
870	2017-05-20	2017	5	20	1394.0	1312.0	212.0	704.0	637.0	182.0	627.0	184.0	21.0	234.0	75.0	105.0	51.0	1862.0	1599.0	9181.0
871	2017-05-21	2017	5	21	1399.0	1319.0	209.0	710.0	630.0	183.0	632.0	182.0	21.0	236.0	74.0	104.0	50.0	1865.0	1596.0	9204.0
872	2017-05-22	2017	5	22	1397.0	1314.0	212.0	710.0	629.0	183.0	634.0	179.0	20.0	234.0	73.0	107.0	50.0	1866.0	1588.0	9189.0
873	2017-05-23	2017	5	23	1399.0	1313.0	213.0	705.0	620.0	182.0	632.0	177.0	19.0	233.0	71.0	107.0	50.0	1860.0	1584.0	9189.0
874	2017-05-24	2017	5	24	1386.0	1313.0	215.0	704.0	625.0	183.0	633.0	179.0	18.0	230.0	72.0	105.0	50.0	1873.0	1579.0	9170.0
875	2017-05-25	2017	5	25	1385.0	1305.0	218.0	707.0	626.0	185.0	627.0	179.0	17.0	233.0	73.0	104.0	51.0	1880.0	1591.0	9189.0
876	2017-05-26	2017	5	26	1387.0	1299.0	224.0	708.0	622.0	185.0	633.0	177.0	18.0	234.0	75.0	103.0	50.0	1879.0	1605.0	9195.0
877	2017-05-27	2017	5	27	1385.0	1305.0	224.0	702.0	627.0	186.0	631.0	178.0	19.0	231.0	75.0	106.0	50.0	1882.0	1619.0	9198.0
878	2017-05-28	2017	5	28	1390.0	1305.0	223.0	709.0	627.0	187.0	630.0	178.0	19.0	231.0	71.0	103.0	49.0	1875.0	1622.0	9183.0
879	2017-05-29	2017	5	29	1378.0	1306.0	224.0	712.0	625.0	187.0	623.0	179.0	19.0	232.0	71.0	99.0	49.0	1881.0	1631.0	9193.0
880	2017-05-30	2017	5	30	1373.0	1310.0	223.0	715.0	628.0	190.0	626.0	181.0	20.0	235.0	71.0	97.0	47.0	1889.0	1628.0	9213.0
881	2017-05-31	2017	5	31	1371.0	1308.0	224.0	713.0	623.0	189.0	626.0	180.0	20.0	232.0	71.0	97.0	48.0	1895.0	1635.0	9221.0
882	2017-06-01	2017	6	1	1377.0	1300.0	225.0	717.0	625.0	190.0	634.0	178.0	23.0	233.0	71.0	97.0	47.0	1900.0	1636.0	9219.0
883	2017-06-02	2017	6	2	1372.0	1290.0	222.0	720.0	622.0	187.0	637.0	178.0	22.0	230.0	69.0	98.0	47.0	1890.0	1645.0	9224.0
884	2017-06-03	2017	6	3	1372.0	1289.0	222.0	726.0	625.0	187.0	636.0	177.0	24.0	228.0	70.0	98.0	47.0	1880.0	1643.0	9236.0
885	2017-06-04	2017	6	4	1372.0	1296.0	220.0	720.0	626.0	190.0	638.0	177.0	24.0	230.0	71.0	96.0	47.0	1871.0	1639.0	9229.0
886	2017-06-05	2017	6	5	1375.0	1296.0	219.0	720.0	627.0	189.0	638.0	175.0	24.0	234.0	71.0	95.0	47.0	1867.0	1641.0	9239.0
887	2017-06-06	2017	6	6	1367.0	1295.0	215.0	726.0	626.0	187.0	632.0	170.0	24.0	232.0	71.0	95.0	47.0	1866.0	1653.0	9244.0
